index,Song-Name,Singer/Artists,Genre,Movie,User-Rating
1500,Tere Mast Mast Do Nain,"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodRomantic,Dabangg,9.0/10
1501,Jai Ho Tiltle Song,"Armaan Malik, Wajid",BollywoodDance,Jai Ho,9.2/10
1502,High Heels Te Nachche (Remix),"Aditi Singh Sharma, Jaz Dhami, Meet Bros",BollywoodDance,Ki & Ka,8.9/10
1503,Zinda,Sunidhi Chauhan,Bollywood,Naam Shabana,9.6/10
1504,Shukran Allah,"Salim Merchant, Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Kurbaan,9.6/10
1505,Tere Naina,"Shankar Mahadevan, Shreya Ghoshal",BollywoodRomantic,Chandni Chowk To China,9.6/10
1506,Mere Mehboob Qayamat Hogi,Kishore Kumar,BollywoodSad,Mr.X In Bombay,9.1/10
1507,Saad Shukrana,Ankit Tiwari,BollywoodRomantic,Mr. X,9.4/10
1508,Honeymoon Ki Raat,Sunidhi Chauhan,BollywoodDance,The Dirty Picture,8.5/10
1509,Sadda Dil Vi Tu,Hard Kaur,BollywoodDance,ABCD - Any Body Can Dance,8.9/10
1510,Yeh Jo Halki Halki Khumariya,Rahat Fateh Ali Khan,BollywoodRomantic,Son of Sardaar,9.2/10
1511,Aye Khuda,"Kshitij Tarey, Mithoon, Saim Bhat",BollywoodSad,Murder 2,9.3/10
1512,Main Hoon Na,Abhijeet,BollywoodSad,Main Hoon Na,9.5/10
1513,Hum To Tere Aashiq Hain,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Farz,8.4/10
1514,Jugnu Ki Payal,"Shaswati, Zubeen Garg",BollywoodDance,Aan - Men At Work,8.3/10
1515,Woh Ladki Bahut Yaad Aati,"Alka Yagnik, Kumar Sanu",Bollywood,Qayamat,8.3/10
1516,Jai Mata Di,"Alamgir Khan, Javed Ali",BollywoodDevotional,Nanu Ki Jaanu,8.9/10
1517,Mera Piya Ghar Aaya,Kavita Krishnamurthy,BollywoodDance,Yaraana,8.9/10
1518,Khushiyon Ka Din Aaya Hai,Anuradha Paudwal,BollywoodDance,Beta,8.4/10
1519,Sooraj Ki Baahon Mein,"Clinton Cerejo, D Cerejo, Loy Mendonsa",BollywoodDance,Zindagi Na Milegi Dobara,9.5/10
1520,Kuch Toh Hua Hai,Ankit Tiwari,BollywoodRomantic,Singham Returns,9.3/10
1521,Rabba Main Toh Mar Gaya Oye,Shahid Mallya,BollywoodRomantic,Mausam,9.6/10
1522,Theher Ja (Remix),Armaan Malik,BollywoodRomantic,October,9.4/10
1523,Jiya Maine Jiya,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Khushi,9.2/10
1524,Kuch To Hua Hai,"Alka Yagnik, Shaan",BollywoodDance,Kal Ho Naa Ho,9.6/10
1525,Angelina,Sonu Nigam,BollywoodRomantic,Baa Baaa Black Sheep,8.2/10
1526,Dhoom Again,"Dominique Crezo, Vishal Dadlani",BollywoodDance,Dhoom 2,9.5/10
1527,Dhinka Chika (Remix),"Amrita Kak, Mika Singh",BollywoodDance,Ready,8.5/10
1528,Tu Milade,Ankit Tiwari,BollywoodDance,All is Well,9.3/10
1529,Thoda Thoda Pyar,Sunidhi Chauhan,BollywoodDance,Love Aj Kal,9.2/10
1530,O Mere Raja,"Asha Bhosle, Kishore Kumar",BollywoodDance,Johny Mera Naam,8.5/10
1531,Gela Gela Gela,"Adnan Sami, Sunidhi Chauhan",BollywoodDance,Aitraaz,9.3/10
1532,Ik Tu Hi Tu Hi,Hans Raj Hans,BollywoodDevotional,Mausam,9.5/10
1533,Sultan (Mashup),Multiple,BollywoodDance,Sultan,8.7/10
1534,Kitni Hasrat Hain Humein,"Kumar Sanu, Sadhana Sargam",BollywoodRomantic,Sainik,8.8/10
1535,Aa Jaana Aa Jaana,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Coolie No. 1,8.6/10
1536,Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh",BollywoodDance,Sangam,8.7/10
1537,Har Dil Jo Pyar Karega,"Lata Mangeshkar, Mahendra Kapoor, Mukesh",BollywoodDance,Sangam,8.7/10
1538,Morey Piya,Udit Narayan,BollywoodRomantic,Devdas,9.1/10
1539,Kate Nahin Kat Te,"Alisha Chinai, Kishore Kumar",BollywoodRomantic,Mr. India,8.9/10
1540,Tu,Kumar Sanu,Bollywood,Dum Laga Ke Haisha,9.5/10
1541,Mujhse Huee Bas Yeh,Alka Yagnik,BollywoodSad,Ishq Vishk,9.6/10
1542,Nakhriley,"Ali Zafar, Gulzar, Mahalakshmi Iyer, Shankar Mahadevan",BollywoodDance,Kill Dil,9.3/10
1543,Tandoori Nights,"Himesh Reshammiya, Sunidhi Chauhan",BollywoodDance,Karzzz,8.8/10
1544,Kya Raaz Hai,"Shreya Ghoshal, Zubeen Garg",BollywoodDance,Raaz 3,9.0/10
1545,Tum Toh Dhokabaaz Ho,"Alka Yagnik, Kumar Sanu",Bollywood,Saajan Chale Sasural,9.0/10
1546,Lucky Boy,"Hard Kaur, Raja Hassan, Sunidhi Chauhan",BollywoodDance,Bachna Ae Haseeno,9.4/10
1547,Aye Manya,"Adnan Sami, Shaan",BollywoodDance,Shootout at Wadala,9.2/10
1548,Ladki Hai Ya Shola,"Kishore Kumar, Lata Mangeshkar",BollywoodDance,Silsila,8.5/10
1549,Yeh Mera Dil Yaar Ka Diwana,Asha Bhosle,BollywoodDance,Don,8.8/10
1550,Babuji Zara Dheere Chalo,Sonu Kakkar,BollywoodDance,Dum,9.2/10
1551,Aankhon Aankhon (Remix),Yo Yo Honey Singh,BollywoodDance,Bhaag Johnny,9.2/10
1552,Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",BollywoodRomantic,Dil Toh Pagal Hai,9.1/10
1553,Hey Ya I See You Walking,"Loy Mendonsa, Shankar Mahadevan",BollywoodDance,Karthik Calling Karthik,9.5/10
1554,More Haji Piya,Amjad Farid Sabri,BollywoodDevotional,Halla Bol,8.9/10
1555,Tere Mere Beech Mein,"Mohit Chauhan, Sunidhi Chauhan",BollywoodRomantic,Shuddh Desi Romance,8.6/10
1556,Ye Ladki Nahin Banaras Ka Paan,"Bela Sulakhe, Sonu Nigam",BollywoodDance,Khullam Khulla Pyaar Karen,8.4/10
1557,Kai Baar Yun Bhi Dekha Hai,Mukesh,BollywoodRomantic,Rajnigandha,9.2/10
1558,Pakeezah,Gulraj Singh,Bollywood,Ungli,9.5/10
1559,Dam Bhar Jo Udhar Munh Phere,"Lata Mangeshkar, Mukesh",BollywoodDance,Awaara,8.6/10
1560,Bade Armanon Se,"Lata Mangeshkar, Mukesh",BollywoodDance,Malhar,8.6/10
1561,Challa Chaap Chunariya,Rekha Bhardwaj,Bollywood,Daas Dev,7.9/10
1562,Chal Akela Chal Akela,Mukesh,BollywoodDance,Sambandh,8.7/10
1563,De De Pyaar De,Kishore Kumar,BollywoodDance,Sharaabi,8.8/10
1564,Behti Hawa Sa Tha Woh,"Shaan, Shantanu Moitra",BollywoodSad,3 Idiots,9.4/10
1565,Dil Ye Dancer Ho Gaya,Atif Aslam,Bollywood,Actor In Law,9.5/10
1566,Mor Bani Thanghat Kare,"Aditi Paul, Osman Mir",BollywoodDance,Ram-Leela,9.3/10
1567,Gore Gore Se,Alka Yagnik,BollywoodDance,Hum Tum,9.4/10
1568,Sanam Teri Kasam (Reprise),"Mohammed Irfan, Palak Muchhal",BollywoodSad,Sanam Teri Kasam,9.4/10
1569,School Ke Din,Sonu Nigam,BollywoodDance,Always Kabhi Kabhi,9.6/10
1570,Yeh Mera Prem Patra,Mohammed Rafi,BollywoodRomantic,Sangam,8.7/10
1571,Jiska Koi Nahin,Manna Dey,BollywoodMotivational,Laawaris,8.8/10
1572,Chalo Ek Bar Phir Se,Mahendra Kapoor,BollywoodSad,Gumrah,9.5/10
1573,Kab Ke Bichhde Hue,"Asha Bhosle, Kishore Kumar",BollywoodRomantic,Laawaris,8.4/10
1574,Aaj Ibaadat,"Altamash Faridi, Javed Bashir, Shadab Faridi, Shashi Suman, Shreyas Puranik",BollywoodDevotional,Bajirao Mastani,9.5/10
1575,Peepal Ke Patwa,"Jaspinder Narula, Sonu Nigam",BollywoodDance,Sooryavansham,7.9/10
1576,Pukarta Chala Hoon Main,Mohammed Rafi,Bollywood,Mere Sanam,9.4/10
1577,Meri Bindiya Teri Nindiya,Lata Mangeshkar,BollywoodRomantic,Lamhe,9.0/10
1578,Ranga Re,Shreya Ghoshal,BollywoodDance,Tutak Tutak Tutiya,9.2/10
1579,Kaun Kisi Ko Baandh Saka,Mohammed Rafi,BollywoodDance,Kaalia,8.8/10
1580,Dekhiye Aji Jaaneman,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Kya Kehna,8.8/10
1581,Jis Desh Mein Ganga Rehta Hai,Abhijeet,BollywoodDance,Jis Desh Mein Rehta Hai,8.3/10
1582,Kambal Ke Neeche,"Aaman Trikha, Aishwarya Majmudar, Neeti Mohan, Sanchita Bhattachayra",BollywoodDance,Kaanchi,8.3/10
1583,Maine Tere Liye,Mukesh,BollywoodDance,Anand,9.4/10
1584,Teri Zulfon Se Judai To,Mohammed Rafi,BollywoodRomantic,Jab Pyar Kisi Se Hota Hai,8.7/10
1585,Salamat Rahe Dostana Hamara,"Kishore Kumar, Mohammed Rafi",Bollywood,Dostana,8.8/10
1586,Humne Ghar Choda Hai,"Sadhana Sargam, Udit Narayan",BollywoodRomantic,Dil,8.3/10
1587,Teri Bindiya Re,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Abhimaan,9.0/10
1588,Barbaad Raat,"Sanam Puri, Shalmali Kholgade",BollywoodDance,Humshakals,9.0/10
1589,Ghoonghat Ki Aadh Se,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Hain Rahi Pyaar Ke,8.9/10
1590,Chaska,Krishna Beura,BollywoodDance,Badmaash Company,9.3/10
1591,Megha Re Megha Re,"Ila Arun, Lata Mangeshkar",BollywoodDance,Lamhe,8.6/10
1592,Move Your Body Now,"Akriti Kakar, Hard Kaur, Shaan, Suhail",BollywoodDance,Kismat Konnection,9.6/10
1593,Humen Kash Tumse Mohabbat,Lata Mangeshkar,BollywoodSad,Mughal-E-Azam,8.5/10
1594,Manmarziyan,"Amit Trivedi, Shilpa Rao",BollywoodRomantic,Lootera,9.6/10
1595,Bismillah,Anupam Amod,BollywoodDance,Once Upon,8.8/10
1596,Mohabbat Ke,"Himesh Reshammiya, Tulsi Kumar",BollywoodDance,Aksar,9.2/10
1597,Fatal Attraction,"Natalie Di Luccio, Salim Merchant",BollywoodDance,Ladies Vs Ricky Bahl,9.5/10
1598,Khol De Baahein,Monali Thakur,BollywoodRomantic,Meri Pyaari Bindu,9.3/10
1599,Pehla Pehla Pyar,S.P. Balasubrahmanyam,BollywoodRomantic,Hum Aapke Hain Koun,8.8/10
1600,Bhaage Re Mann,Sunidhi Chauhan,BollywoodDance,Chameli,9.5/10
1601,Yeh Tera Ghar Yeh Mera Ghar,Jagjit Singh,Bollywood,Saath Saath,9.1/10
1602,Hai Re Hai Re,"Hema Sardesai, KK",BollywoodDance,Khushi,9.3/10
1603,Hum Laye Hain Toofan Se Kashti Nikal Ke,Mohammed Rafi,BollywoodPatriotic,Jagriti,9.1/10
1604,Meri Aawargi,Himesh Reshammiya,BollywoodDance,Good Boy Bad Boy,9.2/10
1605,Ghum Shuda,Sonu Nigam,BollywoodDance,Chalte Chalte,9.5/10
1606,Ghar,"Mohit Chauhan, Nikhita Gandhi",BollywoodSad,Jab Harry Met Sejal,9.7/10
1607,Tera Rastaa Chodun Na,"Amitabh Bhattacharya, Anusha Mani",BollywoodRomantic,Chennai Express,9.3/10
1608,Neela Aasman So Gaya,Amitabh Bachchan,BollywoodRomantic,Silsila,8.8/10
1609,Mera Yaar Mila De,A.R. Rahman,BollywoodSad,Saathiya,9.2/10
1610,Sakhiya,Tulsi Kumar,BollywoodDance,Bhool Bhulaiyaa,9.0/10
1611,Dil Tadap Tadap Ke Kah Raha,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Madhumati,9.2/10
1612,Kaise Piya Se,Lata Mangeshkar,BollywoodRomantic,Bewafaa,8.7/10
1613,Aaj Din Chadheya,Rahat Fateh Ali Khan,BollywoodRomantic,Love Aaj Kal,9.4/10
1614,Jai Ho,Wajid,BollywoodDance,Jai Ho,9.0/10
1615,Kiss Me Baby � Title Song,Adnan Sami,BollywoodDance,Garam Masala,9.4/10
1616,Kehkasha Tu Meri,Shekhar Ravjiani,BollywoodMotivational,Akira,9.5/10
1617,Raat Ke Dhai Baje,"Earl, Kunal Ganjawala, Rekha Bhardwaj, Suresh Wadkar",BollywoodDance,Kaminey,9.5/10
1618,Rama Re,"Shaan, Zubeen Garg",Bollywood,Kaante,9.3/10
1619,Hairat,Lucky Ali,BollywoodDance,Anjaana Anjaani,9.6/10
1620,Hairat,Lucky Ali,BollywoodDance,Anjaana Anjaani,9.6/10
1621,Dukki Tikki,Mika Singh,BollywoodDance,Raja Natwarlal,9.4/10
1622,Ajib Dastan Hai Yeh,Lata Mangeshkar,BollywoodDance,Dil Apna Aur Preet Parai,9.4/10
1623,Shikayatein,Amit Trivedi,BollywoodSad,Lootera,9.5/10
1624,Genda Phool,"Rajat Dholakia, Shraddha Pandit, Sujata Majumdar, V.N. Mahathi",BollywoodDance,Delhi-6,9.4/10
1625,Laagi Laagi,"Himesh Reshammiya, Sunidhi Chauhan",BollywoodRomantic,Aksar,9.1/10
1626,Rafu,Ronkini Gupta,BollywoodDance,Tumhari Sulu,9.1/10
1627,Saturday Saturday (Remix),"Akriti Kakar, Badshah, Indeep Bakshi, Toshi Sabri",BollywoodDance,Humpty Sharma Ki Dulhania,9.0/10
1628,Saajna (Unplugged),Falak Shabir,BollywoodRomantic,I Me Aur Mein,9.6/10
1629,Jannatein Kahan,K.K.,BollywoodDance,Jannat 2,9.7/10
1630,Meri Zindagi Mein Ajnabee,"Kumar Sanu, Sunidhi Chauhan",BollywoodRomantic,Ajnabee,9.0/10
1631,Mere Watan Mein Maine,"Alka Yagnik, Suresh Wadkar",BollywoodDance,Khuda Gawah,8.3/10
1632,Namak,"Rakesh Pandit, Rekha Bhardwaj",BollywoodDance,Asoka,9.2/10
1633,Tinka Tinka,Alisha Chinai,BollywoodRomantic,Karam,9.5/10
1634,Main Chali,"Naresh Iyer, Shreya Ghoshal",BollywoodDance,Force,9.5/10
1635,Suhana Safar Aur Yeh Mausam,Mukesh,BollywoodDance,Madhumati,9.3/10
1636,Pal Pal� Har Pal,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Lage Raho Munna Bhai,9.3/10
1637,Khoya Khoya Chand Khula Aasman,Mohammed Rafi,BollywoodRomantic,Kala Bazar,9.5/10
1638,Ajab Leher Hai Meri,"Neeraj Shridhar, Rhys D'souza, Vishal Dadlani",BollywoodDance,Break Up Ke Baad,9.4/10
1639,Aaja Aaja �Yaad Sataye,"Kavita Krishnamurthy, Udit Narayan",BollywoodRomantic,Raja Babu,8.4/10
1640,Jalebi Bai,Sunidhi Chauhan,BollywoodDance,Double Dhammal,9.2/10
1641,Desi Look (Remix),Kanika Kapoor,BollywoodDance,Ek Paheli Leela,9.5/10
1642,Meri Shaadi Karvado,"Sapna Awasthi Singh, Udit Narayan",BollywoodDance,Jis Desh Mein Ganga Rehta Hai,8.8/10
1643,Nazrein Milaana Nazrein Churaana,"Anupama Deshpande, Benny Dayal, Darshana, Naresh Iyer, Satish Chakravarthy, Swetha Bhargavee, Tanvi",BollywoodDance,Jaane Tu Ya Jaane Na,9.6/10
1644,Kabhi Main Kahon Kabhi Tu Kahe,"Hariharan, Lata Mangeshkar",BollywoodRomantic,Lamhe,9.0/10
1645,Mangalayam,"K.K., Kunal, Shaan, Sreenivas",BollywoodDance,Saathiya,9.6/10
1646,Naina Mile,"A.R. Rahman, Suzanne D'Mello",BollywoodDance,Robot,9.0/10
1647,Phir Wahi,Arijit Singh,BollywoodSad,Jagga Jasoos,9.5/10
1648,Kahin Deep Jale Kahin Dil,Lata Mangeshkar,BollywoodSad,Bees Saal Baad,9.1/10
1649,I Feel Good,"Shilpa Rao, Vishal Dadlani",BollywoodDanceRomantic,Anjaana Anjaani,9.5/10
1650,Mere Bhaiyaa Mere Chanda,Asha Bhosle,Bollywood,Kaajal,8.6/10
1651,Taiyabali Pyar Ka Dushman,Javed Ali,BollywoodDance,Once Upon A Time In Mumbaai Dobara,8.8/10
1652,Kahe Paise Pe,Kishore Kumar,BollywoodDance,Laawaris,8.3/10
1653,Muskaanein Jhooti Hai,Suman Sridhar,BollywoodRomantic,Talaash,9.5/10
1654,Main Naa Bhoolunga I,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Roti Kapada Aur Makaan,8.4/10
1655,Allah Hafiz,K.K.,BollywoodDance,Bhool Bhulaiyaa,9.5/10
1656,20-20,"Anu Malik, Mamta Sharma, Shadaab",BollywoodDance,Welcome Back,7.5/10
1657,Des Mere Des,"A.R. Rahman, Sukhwinder Singh",BollywoodPatriotic,The Legend Of Bhagat Singh,9.7/10
1658,Besharmi Ki Height (Remix),"Benny Dayal, Shalmali Kholgade",BollywoodDance,Main Tera Hero,9.3/10
1659,Moh Moh Ke Dhaage (Female),Monali Thakur,BollywoodRomance,Dum Laga Ke Haisha,9.2/10
1660,Kharaa Kharaa,Sonu Kakkar,BollywoodRomance,Fever,9.5/10
1661,De Di Azadi Hamen Bina,Asha Bhosle,BollywoodPatriotic,Jagriti,8.7/10
1662,Tum Ladki Ho,"Lata Mangeshkar, S.P. Balasubrahmanyam, Shailendra Singh, Usha Mangeshkar",Bollywood,Maine Pyar Kiya,9.0/10
1663,Katiya Karun,Harshdeep Kaur,BollywoodDance,Rockstar,9.3/10
1664,Lakhon Hain Nigahon Mein,Mohammed Rafi,BollywoodDance,Phir Wohi Dil Laya Hoon,9.2/10
1665,Arziyan,"Javed Ali, Kailash Kher",Bollywood,Delhi-6,9.7/10
1666,Jaadu Tone Waaliyan,Shabab Sabri,BollywoodDance,Daawat e Ishq,9.0/10
1667,Junooniyat,"Falak Shabir, Meet Bros",BollywoodRomantic,Sanam Re,9.7/10
1668,Tamma Tamma Loge,"Anuradha Paudwal, Bappi Lahiri",BollywoodDance,Thanedaar,8.7/10
1669,Chhote Chhote Peg (Remix),"Navraj Hans, Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Sonu Ke Titu Ki Sweety,9.2/10
1670,Mehfil Mein Bar Bar,"Alka Yagnik, Kumar Sanu",BollywoodDance,Soldier,9.2/10
1671,O Soniye Dil Jaaniye,"Alka Yagnik, Kumar Sanu, Sonu Nigam",BollywoodRomantic,Kya Kehna,8.8/10
1672,Dil Mera Churaya Kyun,Kumar Sanu,BollywoodSad,Akele Hum Akele Tum,9.3/10
1673,Ooee Baba,"Abhijeet, Alka Yagnik, Sapna Mukherjee",BollywoodDance,Judaai,8.7/10
1674,Mera Dil Bhi Kitna Pagal Hai,"Alka Yagnik, Kumar Sanu, S.P. Balasubrahmanyam",BollywoodRomantic,Saajan,9.0/10
1675,Fitoori,"Aishwarya Bhandari, Ganesh Chandanshive, Vaishali Bhaisne",BollywoodDance,Bajirao Mastani,9.4/10
1676,Small Town Girl,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",BollywoodDance,Bachna Ae Haseeno,9.3/10
1677,Do Pal,"Lata Mangeshkar, Sonu Nigam",BollywoodRomanticSad,Veer Zaara,9.4/10
1678,Har Ek Friend Kamina Hota Hai,Sonu Nigam,BollywoodDance,Chashme Baddoor,9.6/10
1679,Jab Se Tumko Dekha,"Asha Bhosle, Kishore Kumar",BollywoodRomantic,Kaalia,8.8/10
1680,Lamha Lamha,Abhijeet,BollywoodRomance,Gangster,9.4/10
1681,Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor",BollywoodDance,Namak Halaal,9.0/10
1682,Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor",BollywoodDance,Namak Halaal,9.0/10
1683,Aankhon Mein Neendein,"Rahat Fateh Ali Khan, Shankar Mahadevan, Shreya Ghoshal",BollywoodRomantic,We Are Family,9.6/10
1684,Tumsa Nahin Dekha,Mohammed Rafi,BollywoodRomantic,Tumsa Nahin Dekha,9.4/10
1685,Hey Ooi Amma Ooi Amma,Poornima,BollywoodDance,Raja Babu,8.6/10
1686,Jaage Hain,"A.R. Rahman, K. S. Chithra",BollywoodSad,Guru,9.5/10
1687,Koi Jab Tumhara Hriday Tod De,Mukesh,BollywoodSad,Purab Aur Pachim,9.1/10
1688,Mashallah (Remix),"Shreya Ghoshal, Wajid",BollywoodDance,Ek Tha Tiger,8.9/10
1689,Mere Khwabon Mein Jo Aaye,Alka Yagnik,BollywoodDance,Soldier,8.6/10
1690,Chali Kahani,"Haricharan, Haripriya, Sukhwinder Singh",BollywoodDance,Tamasha,9.5/10
1691,Saddi Dilli,Millind Gaba,BollywoodDance,Dilliwaali Zaalim Girlfriend,9.6/10
1692,Dum Dum,"Romy, Vivek Hariharan",BollywoodRomantic,Phillauri,9.5/10
1693,Dil Ko Aaya Sukoon,"Hiral Brahmbhatt, Rahat Fateh Ali Khan",Bollywood,Rangrezz,9.3/10
1694,Kya Tujhe Ab Ye Dil Bataye,Falak Shabir,BollywoodRomantic,Sanam Re,9.7/10
1695,Rabba Meray Haal Da Mehram Tu,"Amit Mishra, Sumeet Anand",BollywoodDevotional,Guest In London,9.3/10
1696,Woh Lamhe Woh Baatein,Atif Aslam,BollywoodSad,Zeher,9.4/10
1697,Chot Dil Pe Lagi,"Alisha Chinai, Kumar Sanu",BollywoodRomantic,Ishq Vishk,9.3/10
1698,Lagi Aaj Sawan Ki,"Anupama Deshpande, Suresh Wadkar",BollywoodRomantic,Chandni,8.7/10
1699,Pyaar Ki Ek Kahani,"Shreya Ghosal, Sonu Nigam",BollywoodDanceRomantic,Krrish,9.3/10
1700,Tip Tip Barsa Pani,"Alka Yagnik, Udit Narayan",BollywoodDance,Mohra,8.3/10
1701,Tujhko Mera Pyar Pukare,"Asha Bhosle, Mahendra Kapoor",BollywoodRomantic,Gumrah,8.4/10
1702,Talli,"Anmol Malik, Hard Kaur, Mika Singh",BollywoodDance,Ugly Aur Pagli,9.2/10
1703,Tonight,Suman Sridhar,BollywoodRomantic,Love Ka The End,9.2/10
1704,Ayaashi,K.K.,BollywoodDance,Badmaash Company,9.4/10
1705,Ishqe Di Lat,Ankit Tiwari,BollywoodRomantic,Junooniyat,9.4/10
1706,Saawan Ke Jhoolon Ne,Mohammad Aziz,BollywoodDance,Nigahen,8.1/10
1707,Pyar Ho (Redux),Sunidhi Chauhan,Bollywood,Munna Michael,9.4/10
1708,Neela Dupatta,"Abhijeet, Alka Yagnik",BollywoodDance,Hameshaa,8.7/10
1709,Aap Yun Hi Agar Humse Milte Rahe,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Ek Musafir Ek Hasina,9.1/10
1710,Dil Jo Na Keh Saka,"Shail Hada, Shreya Ghoshal",BollywoodSad,Dil Jo Na Keh Saka,8.6/10
1711,Aankhon Ki Gustakhiyan Maaf Ho,"Karsan Sangathia, Kavita Krishnamurthy",BollywoodRomantic,Hum Dil De Chuke Sanam,8.3/10
1712,Meher Hai Rab Di,"Khushhboo Grewal, Mika Singh",BollywoodDance,Welcome To New York,9.0/10
1713,Tere Ghar Ke Samne,"Lata Mangeshkar, Mohammed Rafi",BollywoodDance,Tere Ghar Ke Samne,8.1/10
1714,Inteha Ho Gayi Intezaar Ki,"Asha Bhosle, Bappi Lahiri",BollywoodSad,Sharaabi,9.0/10
1715,Dil Ka Koi Tukda,"Hariharan, Kavita Krishnamurthy",BollywoodSad,Kya Kehna,9.3/10
1716,Dhadkane Saansein Jawani,"Anuradha Paudwal, Pankaj Udhas",BollywoodDance,Beta,7.8/10
1717,Dil Tera Diwana,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Dil Tera Deewana,9.0/10
1718,Ek Lo Ek Muft,Bappi Lahiri,BollywoodDance,Guru,9.1/10
1719,Maine Pyar Kiya,S.P. Balasubrahmanyam,BollywoodDance,Maine Pyar Kiya,8.6/10
1720,Chaar Dina Ki,"Imran Khan, Pankaj Kapur, Prem Dehati",BollywoodDance,Matru Ki Bijlee Ka Mandola,8.8/10
1721,Piya Tu Ab To Aaja,Asha Bhosle,BollywoodDance,Caravaan,9.1/10
1722,Tu Meri (Remix),Vishal Dadlani,BollywoodDance,Bang bang,9.3/10
1723,Kitne Bhi Tu Karle Sitam,Asha Bhosle,BollywoodSad,Sanam Teri Kasam,8.9/10
1724,Jab Mila Tu,Vishal Dadlani,BollywoodRomantic,I Hate Luv Storys,9.7/10
1725,O Mere Majhi Mere Sajan Hai,S. D. Burman,BollywoodSad,Bandini,9.2/10
1726,Churao Na Dil,"Kavita Krishnamurthy, Udit Narayan",BollywoodRomantic,Deewane,9.1/10
1727,Mujhe Raat Din Bas,Sonu Nigam,BollywoodRomantic,Sangharsh,9.3/10
1728,Main Nai Jaana Pardes,Shafqat Amanat Ali,BollywoodSad,Tevar,9.5/10
1729,Chikini Chameli (Remix),Shreya Ghoshal,BollywoodDance,Agneepath,9.0/10
1730,Jane Na Nazar Pehchane Jigar,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Aah,9.0/10
1731,Tu Mohabbat Hai,"Atif Aslam, Monali Thakur",BollywoodRomantic,Tere Naal Love Ho Gaya,9.6/10
1732,O Re Khuda,"Adnan Sami, Javed Basheer",BollywoodRomantic,Rush,9.4/10
1733,Sar Se Sarke,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Silsila,8.7/10
1734,Humko Tumse Ho Gaya Hai Pyar,"Kishore Kumar, Lata Mangeshkar, Mohammed Rafi, Mukesh",BollywoodDance,Amar Akbar Anthony,8.7/10
1735,Dhik Ta Na Na � Duet,"Poornima, Udit Narayan",BollywoodRomantic,Laadla,8.9/10
1736,Jaane Kahan Mera Jigar Gaya Ji,"Geeta Dutt, Mohammed Rafi",BollywoodRomantic,Mr. and Mrs. 55,9.5/10
1737,Chaar Shanivaar,"Armaan Malik, Badshah, Vishal Dadlani",BollywoodDance,All is Well,8.9/10
1738,Dancing Jodi,"Labh Janjua, Sunidhi Chauhan",BollywoodDance,Rab Ne Bana Di Jodi,9.3/10
1739,Tera Bemar Mera Dil,"Kavita Krishnamurthy, Mohammad Aziz",BollywoodDance,Chaalbaaz,8.8/10
1740,Ishq Ki Galee,"Jayesh Gandhi, Rahat Fateh Ali Khan",BollywoodSad,Bollywood HeightsMilenge Milenge,8.8/10
1741,Piya Piya O Piya,"Pinky, Prashant, Preeti",BollywoodDance,Har Dil Jo Pyar Karega,9.3/10
1742,Tune Bechain Itna Ziada Kiya,"Anuradha Paudwal, Mohammad Aziz",BollywoodRomantic,Nagina,7.8/10
1743,Rozaana,Salim Merchant,BollywoodRomantic,Love Breakups Zindagi,9.6/10
1744,Baawra,"Gulzar, Nihira Joshi Deshpande, Shankar Mahadevan",BollywoodSad,Kill Dil,8.9/10
1745,O Humdum Suniyo Re,"K.K., Kunal, Pravin Mani, Shaan",BollywoodDance,Saathiya,9.5/10
1746,Hookah Bar (Remix),"Aman Trikha, Himesh Reshammiya, Vineet Singh",BollywoodDance,Khiladi 786,9.3/10
1747,Bismil,Sukhwinder Singh,BollywoodDance,Haider,9.6/10
1748,Jadugar Ka Jadoo,Suresh Wadkar,BollywoodDance,Toofan,8.7/10
1749,Pyar Chahiye Mujhe Jine Ke Liye,,BollywoodRomantic,Manokaamnaa,9.1/10
